arm,acc,taxid,organism,clade,slen,heldout_donor_species
B1_sparse_clade,OQ863312.1,3073061,"Laurencia sp. A25 isolate B1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Red algae,1467,True
B1_sparse_clade,OQ863310.1,3101723,"Corynecladia elata isolate B2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ch",Red algae,1467,False
B1_sparse_clade,OQ863309.1,3073067,"Laurencia australis isolate B2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Red algae,1467,False
B1_sparse_clade,OQ863308.1,3073067,"Laurencia australis isolate B1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Red algae,1467,False
B1_sparse_clade,OQ863306.1,3073067,"Laurencia australis isolate JFC0483 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1464,False
B1_sparse_clade,OQ863301.1,137763,"Laurencia obtusa isolate PD4197 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Red algae,1467,False
B1_sparse_clade,OQ863300.1,197326,"Laurencia catarinensis isolate PD4141 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,1467,True
B1_sparse_clade,OQ863299.1,3073068,"Laurencia verruciformis isolate PD4142 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1467,False
B1_sparse_clade,OQ948421.1,2856,"Cylindrotheca closterium strain CA1.15 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Diatoms,1408,False
B1_sparse_clade,OQ867093.1,675577,"Lophocladia kuetzingii isolate PD1834 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,1410,False
B1_sparse_clade,OQ867092.1,675577,"Lophocladia kuetzingii isolate PD1835 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,1401,False
B1_sparse_clade,OP491558.1,3068611,"Bachelotia sp. isolate K70 (K19-2-81-1) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Brown algae,1420,False
B1_sparse_clade,OP491550.1,3068618,"Erythrotrichia sp. K29 isolate K29 (K19-4-156-2) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) ge",Red algae,1461,False
B1_sparse_clade,OP491547.1,468936,"Sahlingia subintegra isolate K28 (K19-4-148-5) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene",Red algae,1462,False
B1_sparse_clade,OL839313.1,2895837,"Kuwaitiella rubra voucher K118 KHI50219-7 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Red algae,1461,False
B1_sparse_clade,OL839312.1,2895837,"Kuwaitiella rubra voucher KA16 KHI50219-7 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Red algae,1461,False
B1_sparse_clade,OP903999.1,31472,"Gracilariopsis tenuifrons isolate SPI5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903998.1,31472,"Gracilariopsis tenuifrons isolate SPI4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903997.1,31472,"Gracilariopsis tenuifrons isolate SPI3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903996.1,31472,"Gracilariopsis tenuifrons isolate SPI2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903995.1,31472,"Gracilariopsis tenuifrons isolate SPI1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903994.1,31472,"Gracilariopsis tenuifrons isolate SPU5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903993.1,31472,"Gracilariopsis tenuifrons isolate SPU4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903992.1,31472,"Gracilariopsis tenuifrons isolate SPU3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903991.1,31472,"Gracilariopsis tenuifrons isolate SPU2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903990.1,31472,"Gracilariopsis tenuifrons isolate SPU1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Red algae,1467,False
B1_sparse_clade,OP903989.1,31472,"Gracilariopsis tenuifrons isolate BA5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903988.1,31472,"Gracilariopsis tenuifrons isolate BA4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903987.1,31472,"Gracilariopsis tenuifrons isolate BA3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903986.1,31472,"Gracilariopsis tenuifrons isolate BA2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903985.1,31472,"Gracilariopsis tenuifrons isolate BA1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903984.1,31472,"Gracilariopsis tenuifrons isolate AL5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903983.1,31472,"Gracilariopsis tenuifrons isolate AL4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903982.1,31472,"Gracilariopsis tenuifrons isolate AL3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903981.1,31472,"Gracilariopsis tenuifrons isolate AL2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903980.1,31472,"Gracilariopsis tenuifrons isolate AL1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903979.1,31472,"Gracilariopsis tenuifrons isolate RN5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903978.1,31472,"Gracilariopsis tenuifrons isolate RN4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903977.1,31472,"Gracilariopsis tenuifrons isolate RN3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903976.1,31472,"Gracilariopsis tenuifrons isolate RN2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903975.1,31472,"Gracilariopsis tenuifrons isolate RN1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903974.1,31472,"Gracilariopsis tenuifrons isolate MA5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903973.1,31472,"Gracilariopsis tenuifrons isolate MA4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903972.1,31472,"Gracilariopsis tenuifrons isolate MA3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903971.1,31472,"Gracilariopsis tenuifrons isolate MA2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,OP903970.1,31472,"Gracilariopsis tenuifrons isolate MA1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Red algae,1467,False
B1_sparse_clade,LC493039.1,2597654,"Colpomenia borea Ru_1 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial c",Brown algae,1467,True
B1_sparse_clade,LC493038.1,2597654,"Colpomenia borea Jp_1 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial c",Brown algae,1467,True
B1_sparse_clade,LC648987.1,537839,"Plicanthus birmensis HIRO:Y.Inoue 7232 chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large s",Liverworts,1428,False
B1_sparse_clade,LC726300.1,2976078,"Nagumoea serrata SK053 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial ",Diatoms,1445,False
B1_sparse_clade,LC726299.1,2976077,"Nagumoea africana SK024 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial",Diatoms,1460,False
B1_sparse_clade,LC726298.1,2976077,"Nagumoea africana SK002 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial",Diatoms,1460,False
B1_sparse_clade,AB332243.1,3039618,"Homomallium japonicoadnatum chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, complete cds",Mosses,1428,False
B1_sparse_clade,LC746289.1,3020850,"Hantzschia sp. IRTACC126 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Diatoms,1473,False
B1_sparse_clade,OP612724.1,639210,"Rugulopteryx okamurae ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplas",Brown algae,1402,False
B1_sparse_clade,OQ595098.1,3031195,"Nitophyllum marginale voucher XCH-20546 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1427,False
B1_sparse_clade,LC744591.1,81092,"Encalypta streptocarpa TNS: M. Higuchi 48201 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase l",Mosses,1428,False
B1_sparse_clade,LC744590.1,215267,"Heteroscyphus inflatus HIRO: T. Katagiri 3791 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase ",Liverworts,1428,False
B1_sparse_clade,LC744588.1,130444,"Splachnobryum obtusum HIRO: T. Katagiri 455 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Mosses,1428,False
B1_sparse_clade,LC744587.1,2692252,"Chionoloma orthodontum HIRO: K. Amamoto 34 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase lar",Mosses,1428,False
B1_sparse_clade,LC744586.1,67435,"Fontinalis antipyretica TNS: Y. Inoue 8603 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase lar",Mosses,1428,False
B1_sparse_clade,LC744585.1,90307,"Pylaisiadelpha tristoviridis TNS: Y. Inoue 8602 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenas",Mosses,1428,False
B1_sparse_clade,LC744584.1,1297387,"Hydrogonium gregarium var. gregarium TNS: Y. Inoue 8600 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/",Mosses,1428,False
B1_sparse_clade,LC744583.1,885029,"Scopelophila ligulata TNS: Y. Inoue 8598 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large",Mosses,1428,False
B1_sparse_clade,LC744582.1,248360,"Solenostoma vulcanicola TNS: Y. Inoue 8589 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase lar",Liverworts,1428,False
B1_sparse_clade,LC744581.1,98942,"Rhynchostegium riparioides TNS: Y. Inoue 8433 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase ",Mosses,1428,False
B1_sparse_clade,LC744580.1,146586,"Scopelophila cataractae TNS: Y. Inoue 8431 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase lar",Mosses,1428,False
B1_sparse_clade,LC744579.1,455280,"Pseudohygrohypnum calcicola TNS: Y. Inoue 8417 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase",Mosses,1428,False
B1_sparse_clade,LC744578.1,94482,"Campyliadelphus chrysophyllus TNS: Y. Inoue 8414 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygena",Mosses,1428,False
B1_sparse_clade,LC744577.1,226498,"Timmiella anomala TNS: Y. Inoue 8408 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large sub",Mosses,1428,True
B1_sparse_clade,LC744576.1,170467,"Barbellopsis trichophora TNS: Y. Inoue 8401 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Mosses,1428,False
B1_sparse_clade,LC744575.1,170465,"Barbella flagellifera TNS: Y. Inoue 8400 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large",Mosses,1428,False
B1_sparse_clade,LC744574.1,3017063,"Ptychomitrium fauriei TNS: Y. Inoue 8315 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large",Mosses,1428,False
B1_sparse_clade,LC744573.1,408845,"Orthotrichum consobrinum TNS: Y. Inoue 8170 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Mosses,1428,True
B1_sparse_clade,LC744572.1,205458,"Okamuraea brachydictyon TNS: Y. Inoue 7171 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase lar",Mosses,1428,False
B1_sparse_clade,LC744571.1,84229,"Pseudanomodon giraldii TNS: Y. Inoue 7122 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase larg",Mosses,1428,False
B1_sparse_clade,LC744570.1,267274,"Pseudoleskeopsis zippelii TNS: Y. Inoue 7100 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase l",Mosses,1428,False
B1_sparse_clade,LC744569.1,184663,"Palamocladium leskeoides TNS: Y. Inoue 7021 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Mosses,1428,False
B1_sparse_clade,LC744568.1,2692252,"Chionoloma orthodontum HIRO: Y. Inoue 6984 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase lar",Mosses,1428,False
B1_sparse_clade,LC744567.1,184649,"Homalothecium laevisetum TNS: Y. Inoue 6899 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Mosses,1428,False
B1_sparse_clade,ON137728.1,2931988,"Halamphora sp. SMAn-2022b isolate HP13005 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1429,False
B1_sparse_clade,ON137727.1,2931987,"Halamphora sp. SMAn-2022a isolate HP22002 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1424,False
B1_sparse_clade,OP419762.1,1436140,"Ulnaria acus strain LAB56 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1452,False
B1_sparse_clade,OP419760.1,1436140,"Ulnaria acus strain BZ15 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlorop",Diatoms,1427,False
B1_sparse_clade,OP169217.1,1436140,"Ulnaria acus strain 0.0319-YB Hybrid ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Diatoms,1443,False
B1_sparse_clade,OP169216.1,1436140,"Ulnaria acus strain 0.0228-B Hybrid ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Diatoms,1445,False
B1_sparse_clade,OP169215.1,1436140,"Ulnaria acus strain 0.0228-YD Hybrid ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Diatoms,1445,False
B1_sparse_clade,OP169214.1,1436140,"Ulnaria acus strain 5.1015-C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Diatoms,1445,False
B1_sparse_clade,OP169213.1,1436140,"Ulnaria acus strain 5.0903-F ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Diatoms,1443,False
B1_sparse_clade,OP169212.1,1436140,"Ulnaria acus strain 5.0903-A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Diatoms,1443,False
B1_sparse_clade,OP169211.1,1436140,"Ulnaria acus strain 5.0277-F ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Diatoms,1443,False
B1_sparse_clade,OP169210.1,1436140,"Ulnaria acus strain 5.0227-E ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Diatoms,1443,False
B1_sparse_clade,OP169209.1,1436140,"Ulnaria acus strain Ax280 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1445,False
B1_sparse_clade,OP169208.1,1436140,"Ulnaria acus strain AxA6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlorop",Diatoms,1445,False
B1_sparse_clade,OP169207.1,2315208,"Ulnaria danica strain CHZ442 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Diatoms,1440,False
B1_sparse_clade,OP169206.1,1436140,"Ulnaria acus strain 3B357 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1437,False
B1_sparse_clade,OP169205.1,1436140,"Ulnaria acus strain 3B355 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1438,False
B1_sparse_clade,OP169204.1,1436140,"Ulnaria acus strain ACH112 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlor",Diatoms,1444,False
B1_sparse_clade,OP169203.1,2109649,"Fragilaria radians strain ACH111 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",Diatoms,1444,False
B1_sparse_clade,OP169202.1,2109649,"Fragilaria radians strain MM246 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1444,False
B1_sparse_clade,OP169201.1,2109649,"Fragilaria radians strain MM245 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1434,False
B1_sparse_clade,OP169200.1,1436140,"Ulnaria acus strain MM244 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1443,False
B1_sparse_clade,OP169199.1,2109649,"Fragilaria radians strain MM243 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1439,False
B1_sparse_clade,OP169198.1,2109649,"Fragilaria radians strain MM240 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1444,False
B1_sparse_clade,OP169197.1,2109649,"Fragilaria radians strain MM239 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1439,False
B1_sparse_clade,OP169196.1,2109649,"Fragilaria radians strain MM144 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1439,False
B1_sparse_clade,OP169195.1,2315208,"Ulnaria danica strain MM121 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlo",Diatoms,1442,False
B1_sparse_clade,OP169194.1,1436140,"Ulnaria acus strain MM117 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1443,False
B1_sparse_clade,OP169193.1,2109649,"Fragilaria radians strain MM113 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1439,False
B1_sparse_clade,OP169192.1,2109649,"Fragilaria radians strain MM106 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1416,False
B1_sparse_clade,OP169191.1,2109649,"Fragilaria radians strain MM105 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1444,False
B1_sparse_clade,OP169190.1,2109649,"Fragilaria radians strain MM103 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1444,False
B1_sparse_clade,OP169189.1,2109649,"Fragilaria radians strain MM101 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1443,False
B1_sparse_clade,OP169188.1,2109649,"Fragilaria radians strain MM99 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Diatoms,1439,False
B1_sparse_clade,OP169187.1,1436140,"Ulnaria acus strain MM98 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlorop",Diatoms,1415,False
B1_sparse_clade,OP169186.1,1436140,"Ulnaria acus strain BK497 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1445,False
B1_sparse_clade,OP169185.1,1436140,"Ulnaria acus strain BK496 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1446,False
B1_sparse_clade,OP169184.1,1436140,"Ulnaria acus strain BK495 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1445,False
B1_sparse_clade,OP169183.1,2109649,"Fragilaria radians strain BK489 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1445,False
B1_sparse_clade,OP169182.1,2109649,"Fragilaria radians strain BK146 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Diatoms,1444,False
B1_sparse_clade,OP169181.1,2315208,"Ulnaria danica strain L252 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlor",Diatoms,1420,False
B1_sparse_clade,OP169180.1,2109649,"Fragilaria radians strain L150 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Diatoms,1419,False
B1_sparse_clade,OP169179.1,2109649,"Fragilaria radians strain L149 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Diatoms,1444,False
B1_sparse_clade,OP169178.1,1436140,"Ulnaria acus strain L148 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlorop",Diatoms,1444,False
B1_sparse_clade,OP169177.1,2315208,"Ulnaria danica strain BZ251 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlo",Diatoms,1444,False
B1_sparse_clade,OP169176.1,2315208,"Ulnaria danica strain BZ264 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlo",Diatoms,1444,False
B1_sparse_clade,OP169175.1,2315208,"Ulnaria danica strain BZ6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1420,False
B1_sparse_clade,OP169174.1,2315208,"Ulnaria danica strain BZ3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1442,False
B1_sparse_clade,OP169173.1,2315208,"Ulnaria danica strain BZ1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1444,False
B1_sparse_clade,OP169172.1,2315208,"Ulnaria danica strain LAB259 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Diatoms,1445,False
B1_sparse_clade,OP169171.1,2315208,"Ulnaria danica strain LAB58 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlo",Diatoms,1441,False
B1_sparse_clade,OK665786.1,2999095,"Gelidium rosulatum voucher GHB00526 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1439,False
B1_sparse_clade,OK665785.1,2999095,"Gelidium rosulatum voucher GHB00525 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1440,False
B1_sparse_clade,OK665784.1,2999095,"Gelidium rosulatum voucher GHB00524 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1436,False
B1_sparse_clade,ON886227.1,337443,"Thalassiosira hendeyi isolate CNS01340 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Diatoms,1473,False
B1_sparse_clade,ON886226.1,35128,"Thalassiosira pseudonana isolate CNS01536 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, com",Diatoms,1473,False
B1_sparse_clade,MK817340.1,2749911,"Pseudictyota dubia ribulose 1,5 bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Diatoms,1434,False
B1_sparse_clade,KC309570.1,1335116,"Extubocellulus sp. 1 MPA-2013 isolate CCAP1018/1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) ge",Diatoms,1469,False
B1_sparse_clade,JN975262.1,1002682,"Licmophora flucticulata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloropl",Diatoms,1402,False
B1_sparse_clade,ON568338.1,3028040,"Scytosiphon sp. Atlantic complex sp. 1 voucher BBB:MEC224 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit ",Brown algae,1467,True
B1_sparse_clade,OM423718.1,1302829,"Nitzschia acidoclinata strain BB1-3F3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Diatoms,1435,False
B1_sparse_clade,OM423717.1,1302829,"Nitzschia acidoclinata strain Zm9E5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Diatoms,1453,False
B1_sparse_clade,OM423716.1,1302829,"Nitzschia acidoclinata strain Kr6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Diatoms,1450,False
B1_sparse_clade,OM423715.1,1302829,"Nitzschia acidoclinata strain Kol4C5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Diatoms,1440,False
B1_sparse_clade,OM423714.1,1302829,"Nitzschia acidoclinata strain Kol2A12 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Diatoms,1458,False
B1_sparse_clade,OM423713.1,1302829,"Nitzschia acidoclinata strain Kol2-1-1-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Diatoms,1451,False
