acc,clade,organism,raw_len,has_cds,codon_start,recovered,cds_len,naive_mod3,naive_stops,cds_mod3,cds_stops,naive_ok,cds_ok
PZ324964,Diatoms,"Skeletonema grevillei strain CNS00443 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",1473,True,1,False,1473,0,0,0,0,True,True
PZ246810,Diatoms,"Skeletonema menzelii strain CNS01317 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete",1473,True,1,False,1473,0,0,0,0,True,True
PZ246809,Diatoms,"Skeletonema sp. T81661-1 strain CNS01016 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246808,Diatoms,"Skeletonema pseudocostatum strain CNS00448 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, co",1473,True,1,False,1473,0,0,0,0,True,True
PZ246807,Diatoms,"Skeletonema grevillei strain CNS00438 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",1473,True,1,False,1473,0,0,0,0,True,True
PZ246806,Diatoms,"Skeletonema marinoi strain CNS00100 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete ",1473,True,1,False,1473,0,0,0,0,True,True
PZ246805,Diatoms,"Skeletonema costatum strain CNS00243 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete",1473,True,1,False,1473,0,0,0,0,True,True
PZ246804,Diatoms,"Skeletonema pseudocostatum strain CNS00342 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, co",1473,True,1,False,1473,0,0,0,0,True,True
PZ246803,Diatoms,"Skeletonema tropicum strain CNS00166 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete",1473,True,1,False,1473,0,0,0,0,True,True
PZ246802,Diatoms,"Skeletonema sp. T81661-2 strain CNS01018 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246801,Diatoms,"Skeletonema sp. T81661-2 strain CNS01017 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246800,Diatoms,"Skeletonema sp. T81661-2 strain CNS00929 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246799,Diatoms,"Skeletonema sp. T81661-2 strain CNS00928 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246798,Diatoms,"Skeletonema sp. T81661-2 strain CNS00847 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246797,Diatoms,"Skeletonema sp. T81661-2 strain CNS00188 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246796,Diatoms,"Skeletonema sp. T81661-2 strain CNS00165 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246795,Diatoms,"Skeletonema sp. T81661-2 strain CNS00164 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ246794,Diatoms,"Skeletonema sp. T81661-2 strain CNS00163 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",1473,True,1,False,1473,0,0,0,0,True,True
PZ055818,Diatoms,"Lineaperpetua lacustris strain AJA080-04 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA, part",1431,True,1,False,1431,0,0,0,0,True,True
PZ055817,Diatoms,"Thalassiosira livingstoniorum strain AJA302-05 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA",1473,True,1,False,1473,0,0,0,0,True,True
PV536184,Diatoms,"Nitzschia traheaformis voucher 23.0801-OM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1445,True,1,False,1443,2,0,0,0,False,True
PV536183,Diatoms,"Nitzschia traheaformis voucher 23.0320-SC ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1433,True,1,False,1431,2,0,0,0,False,True
PV536182,Diatoms,"Nitzschia traheaformis voucher 23.0715-SK ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1445,True,1,False,1443,2,0,0,0,False,True
PV536180,Diatoms,"Nitzschia traheaformis voucher 23.0715-SP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1445,True,1,False,1443,2,0,0,0,False,True
PV536177,Diatoms,"Nitzschia traheaformis voucher 23.0824-SM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1445,True,1,False,1443,2,0,0,0,False,True
PV536175,Diatoms,"Nitzschia traheaformis voucher 24.0408-OL1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, pa",1445,True,1,False,1443,2,0,0,0,False,True
PV262182,Diatoms,"Climaconeis scalaris isolate 1916 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1405,True,1,False,1404,1,0,0,0,False,True
PV262181,Diatoms,"Climaconeis scalaris isolate 1914 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1429,True,1,False,1428,1,0,0,0,False,True
PV262180,Diatoms,"Climaconeis scalaris isolate 1917 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1429,True,1,False,1428,1,0,0,0,False,True
PV262179,Diatoms,"Climaconeis scalaris isolate 1913 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1429,True,1,False,1428,1,0,0,0,False,True
PV262178,Diatoms,"Climaconeis scalaris isolate 1912 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1429,True,1,False,1428,1,0,0,0,False,True
PV262176,Diatoms,"Climaconeis sp. isolate 1910 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1429,True,1,False,1428,1,0,0,0,False,True
PV262175,Diatoms,"Climaconeis sp. T79660-1 isolate 1920 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1429,True,1,False,1428,1,0,0,0,False,True
PV262173,Diatoms,"Climaconeis sp. T79660-1 isolate 1922 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1410,True,1,False,1410,0,0,0,0,True,True
PV262172,Diatoms,"Climaconeis sp. T79660-1 isolate 1919 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1429,True,1,False,1428,1,0,0,0,False,True
PX921143,Diatoms,"Nitzschia ventricosa strain SZCZE423 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1405,True,1,False,1404,1,0,0,0,False,True
PV941029,Diatoms,"Fragilaria crotonensis isolate Zug ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1453,True,2,False,1413,1,41,0,0,False,True
PV941028,Diatoms,"Fragilaria crotonensis isolate Zurich ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1453,True,2,False,1413,1,41,0,0,False,True
PV941027,Diatoms,"Fragilaria crotonensis isolate Walen ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1453,True,2,False,1413,1,41,0,0,False,True
PV941026,Diatoms,"Fragilaria crotonensis isolate Lucerne ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",1453,True,2,False,1413,1,43,0,0,False,True
PV941025,Diatoms,"Fragilaria crotonensis isolate Seealp ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1453,True,2,False,1413,1,41,0,0,False,True
PV941024,Diatoms,"Fragilaria crotonensis isolate Maggiore ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",1453,True,2,False,1413,1,41,0,0,False,True
PV941023,Diatoms,"Fragilaria crotonensis isolate Constance ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",1453,True,2,False,1413,1,41,0,0,False,True
PV941022,Diatoms,"Fragilaria crotonensis isolate Aegeri ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1453,True,2,False,1413,1,41,0,0,False,True
LC877221,Diatoms,"Epithemia fragarioides N-5D chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, par",1440,True,1,False,1437,0,1,0,0,False,True
PP708880,Diatoms,"Stauroneis edaphica voucher VLA-CA-265 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",1432,True,3,False,1428,1,42,0,0,False,True
PP708879,Diatoms,"Stauroneis urbani voucher VLA-CA-264 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1472,True,1,False,1470,2,0,0,0,False,True
PX715224,Diatoms,"Thalassiosira profunda isolate RCC5928 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",1473,True,1,False,1473,0,0,0,0,True,True
PX715223,Diatoms,"Thalassiosira profunda isolate RCC5925 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",1473,True,1,False,1473,0,0,0,0,True,True
PX715222,Diatoms,"Thalassiosira profunda isolate RCC5885 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",1473,True,1,False,1473,0,0,0,0,True,True
PX715221,Diatoms,"Thalassiosira profunda isolate RCC5884 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",1473,True,1,False,1473,0,0,0,0,True,True
PX715220,Diatoms,"Thalassiosira profunda isolate RCC5883 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",1473,True,1,False,1473,0,0,0,0,True,True
PX715219,Diatoms,"Thalassiosira profunda isolate CCMP3702 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",1473,True,1,False,1473,0,0,0,0,True,True
PX715218,Diatoms,"Thalassiosira profunda isolate CCMP3701 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",1473,True,1,False,1473,0,0,0,0,True,True
PX715217,Diatoms,"Thalassiosira profunda isolate CCMP3700 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",1473,True,1,False,1473,0,0,0,0,True,True
PX715216,Diatoms,"Thalassiosira mediterranea isolate CCMP3683 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, c",1473,True,1,False,1473,0,0,0,0,True,True
PX115212,Diatoms,"Rhopalodia californica strain 22MatA01 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",1473,True,1,False,1473,0,0,0,0,True,True
PX115209,Diatoms,"Rhopalodia californica strain 22EEL08 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",1473,True,1,False,1473,0,0,0,0,True,True
PV765887,Diatoms,"Rhopalodia sterrenburgii strain 24JT4A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",1473,True,1,False,1473,0,0,0,0,True,True
LC887836,Diatoms,"Nitzschia navis-varingica PNB_19-01 chloroplast rbcL gene for ribulose bisphosphate carboxylase large chain, partial cds",1426,True,2,False,1422,1,42,0,0,False,True
PX055689,Diatoms,"Licmophora paradoxa strain IMB_LP24 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete ",1473,True,1,False,1473,0,0,0,0,True,True
PV796391,Diatoms,"Grunowia sinuata strain CMCC003 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",1419,True,1,False,1419,0,0,0,0,True,True
PV796390,Diatoms,"Denticula kuetzingii strain JPK9144-Dent1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1422,True,1,False,1422,0,0,0,0,True,True
PV796389,Diatoms,"Denticula kuetzingii strain CMCC021 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",1429,True,1,False,1428,1,0,0,0,False,True
PV796387,Diatoms,"Denticula valida strain JPK8535-Dent3208 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",1431,True,1,False,1431,0,0,0,0,True,True
PP316552,Diatoms,"Luticola permuticoides strain VCA-263 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1422,True,2,False,1419,0,37,0,0,False,True
PP316551,Diatoms,"Luticola sparsipunctata strain VCA-262 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",1429,True,2,False,1428,1,38,0,0,False,True
PP316550,Diatoms,"Luticola ectorii strain VCA-261 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",1429,True,2,False,1428,1,39,0,0,False,True
PQ541095,Diatoms,"Ulnaria danica strain ChZ519 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1440,True,1,False,1425,0,2,0,0,False,True
PQ541094,Diatoms,"Ulnaria ulna strain G.21.0309-OE-8 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1445,True,3,False,1434,2,46,0,0,False,True
PQ541093,Diatoms,"Ulnaria ulna strain R.21.0309-OQ-6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1453,True,2,False,1437,1,43,0,0,False,True
PQ541092,Diatoms,"Ulnaria danica strain 5KH561 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1447,True,3,False,1434,1,46,0,0,False,True
PQ541091,Diatoms,"Ulnaria danica strain BZ261 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlo",1453,True,1,False,1434,1,2,0,0,False,True
PQ541090,Diatoms,"Fragilaria radians strain ACH275 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",1444,True,2,False,1425,1,38,0,0,False,True
PQ541089,Diatoms,"Ulnaria danica strain R.21.0309-OI-9 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1468,True,2,False,1440,1,43,0,0,False,True
PQ541088,Diatoms,"Ulnaria acus strain G.21.0309-OC-3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1447,True,3,False,1434,1,46,0,0,False,True
AB430672,Diatoms,"Asteroplanus karianus chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, partial c",1428,True,1,False,1428,0,0,0,0,True,True
PP861151,Diatoms,"Actinocyclus sp. (in: diatoms) isolate Ak2069 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene,",1444,True,3,False,1434,1,39,0,0,False,True
PP861150,Diatoms,"Actinocyclus sp. (in: diatoms) isolate Ak2071 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene,",1444,True,3,False,1434,1,39,0,0,False,True
PV191312,Diatoms,"Phaeodactylum tricornutum strain 2001 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1440,True,2,False,1437,0,44,0,0,False,True
PP240674,Diatoms,"Nitzschia siwaschica voucher 22.0622-OQ ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",1410,True,1,False,1410,0,0,0,0,True,True
PP240673,Diatoms,"Nitzschia siwaschica voucher 22.0622-OP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",1410,True,1,False,1410,0,0,0,0,True,True
PP240672,Diatoms,"Nitzschia siwaschica voucher 22.0622-OA ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",1410,True,1,False,1410,0,0,0,0,True,True
PP240671,Diatoms,"Nitzschia siwaschica voucher 22.0622-OR ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",1410,True,1,False,1410,0,0,0,0,True,True
OR935818,Diatoms,"Achnanthidium minutissimum strain KH256 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",1406,True,3,False,1404,2,42,0,0,False,True
OR935816,Diatoms,"Nitzschia graciliformis strain BK576 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1419,True,2,False,1416,0,39,0,0,False,True
OR935814,Diatoms,"Nitzschia sp. (in: diatoms) strain L335 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",1416,True,1,False,1416,0,0,0,0,True,True
OR935813,Diatoms,"Fragilaria sp. strain CHZ555 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1436,True,1,False,1434,2,0,0,0,False,True
OR935811,Diatoms,"Achnanthidium sp. strain Ov456 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",1409,True,3,False,1407,2,42,0,0,False,True
OR935810,Diatoms,"Asterionella formosa strain 3D621 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1423,True,1,False,1419,1,1,0,0,False,True
PP002096,Diatoms,"Encyonema simile strain VCA-258 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",1436,True,1,False,1434,2,0,0,0,False,True
PP002095,Diatoms,"Sellaphora mongolica strain VCA-257 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",1442,True,1,False,1440,2,0,0,0,False,True
OR326855,Diatoms,"Hantzschia calcifuga strain VCA-250 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",1439,True,1,False,1437,2,0,0,0,False,True
OR326854,Diatoms,"Sellaphora atomoides strain VCA-249 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",1423,True,3,False,1419,1,37,0,0,False,True
LC822801,Diatoms,"Gomphonemopsis novo-zelandicum YS0006 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large su",1460,True,3,False,1458,2,39,0,0,False,True
LC822800,Diatoms,"Gomphonemopsis novo-zelandicum YS0001 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large su",1460,True,3,False,1458,2,39,0,0,False,True
LC822799,Diatoms,"Gomphonemopsis sp. YS0028 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, parti",1460,True,3,False,1458,2,39,0,0,False,True
LC822798,Diatoms,"Gomphonemopsis sp. YS0027 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, parti",1460,True,3,False,1458,2,39,0,0,False,True
LC822797,Diatoms,"Gomphonemopsis sp. YS0025 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, parti",1460,True,3,False,1458,2,39,0,0,False,True
LC822796,Diatoms,"Gomphonemopsis sp. YS0022 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, parti",1460,True,3,False,1458,2,39,0,0,False,True
LC822795,Diatoms,"Gomphonemopsis sp. YS0017 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, parti",1460,True,3,False,1458,2,39,0,0,False,True
LC822794,Diatoms,"Gomphonemopsis sp. YS0012 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, parti",1452,True,1,False,1452,0,0,0,0,True,True
OR545511,Diatoms,"Achnanthidium obscurum strain B722 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1431,True,1,False,1431,0,0,0,0,True,True
OR545509,Diatoms,"Achnanthidium angustum strain B522 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1428,True,1,False,1428,0,0,0,0,True,True
ON736839,Diatoms,"Halamphora adumbratoides voucher CIBA 160 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1444,True,3,False,1437,1,40,0,0,False,True
MH670406,Diatoms,"Pinnularia lacustrigibba strain PIN19Cra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",1464,True,1,False,1464,0,0,0,0,True,True
PP724760,Diatoms,"Pseudo-nitzschia galaxiae isolate P2D4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",1410,True,2,False,1407,0,40,0,0,False,True
LC753170,Diatoms,"Falcula sp. 1-KS-2020 SK001 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, par",1460,True,3,False,1458,2,40,0,0,False,True
LC753169,Diatoms,"Falcula media SC06 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",1445,True,3,False,1443,2,39,0,0,False,True
MW562873,Diatoms,"Epithemia pelagica strain UHM3204 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1492,True,3,False,1458,1,42,0,0,False,True
MW562872,Diatoms,"Epithemia pelagica strain UHM3203 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1492,True,3,False,1458,1,42,0,0,False,True
MW562871,Diatoms,"Epithemia pelagica strain UHM3202 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1492,True,3,False,1458,1,42,0,0,False,True
MW562870,Diatoms,"Epithemia pelagica strain UHM3201 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1492,True,3,False,1458,1,42,0,0,False,True
MW562869,Diatoms,"Epithemia pelagica strain UHM3200 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1492,True,3,False,1458,1,42,0,0,False,True
MW562868,Diatoms,"Epithemia catenata strain UHM3211 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1491,True,3,False,1458,0,39,0,0,False,True
MW562867,Diatoms,"Epithemia catenata strain UHM3210 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1491,True,3,False,1458,0,39,0,0,False,True
OP548122,Diatoms,"Germainiella sp. strain BB1-6 C3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",1441,True,3,False,1434,1,41,0,0,False,True
OP548121,Diatoms,"Germainiella sp. strain BB1-4 E51 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1441,True,3,False,1434,1,41,0,0,False,True
OR359397,Diatoms,"Nanofrustulum shiloi ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1419,True,3,False,1416,0,39,0,0,False,True
OQ948421,Diatoms,"Cylindrotheca closterium strain CA1.15 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",1408,True,1,False,1401,1,2,0,0,False,True
LC726300,Diatoms,"Nagumoea serrata SK053 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial ",1445,True,3,False,1443,2,43,0,0,False,True
LC726299,Diatoms,"Nagumoea africana SK024 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial",1460,True,3,False,1458,2,41,0,0,False,True
LC726298,Diatoms,"Nagumoea africana SK002 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial",1460,True,3,False,1458,2,40,0,0,False,True
LC746289,Diatoms,"Hantzschia sp. IRTACC126 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",1473,True,1,False,1473,0,0,0,0,True,True
ON137728,Diatoms,"Halamphora sp. SMAn-2022b isolate HP13005 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1429,True,3,False,1425,1,41,0,0,False,True
ON137727,Diatoms,"Halamphora sp. SMAn-2022a isolate HP22002 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",1424,True,1,False,1422,2,0,0,0,False,True
OP419762,Diatoms,"Ulnaria acus strain LAB56 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",1452,True,2,False,1434,0,41,0,0,False,True
OP419760,Diatoms,"Ulnaria acus strain BZ15 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlorop",1427,True,1,False,1410,2,2,0,0,False,True
OP169217,Diatoms,"Ulnaria acus strain 0.0319-YB Hybrid ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1443,True,3,False,1431,0,47,0,0,False,True
OP169216,Diatoms,"Ulnaria acus strain 0.0228-B Hybrid ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",1445,True,2,False,1434,2,43,0,0,False,True
OP169215,Diatoms,"Ulnaria acus strain 0.0228-YD Hybrid ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1445,True,2,False,1434,2,43,0,0,False,True
OP169214,Diatoms,"Ulnaria acus strain 5.1015-C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1445,True,2,False,1434,2,43,0,0,False,True
OP169213,Diatoms,"Ulnaria acus strain 5.0903-F ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1443,True,3,False,1431,0,47,0,0,False,True
OP169212,Diatoms,"Ulnaria acus strain 5.0903-A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1443,True,3,False,1431,0,47,0,0,False,True
OP169211,Diatoms,"Ulnaria acus strain 5.0277-F ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1443,True,3,False,1431,0,47,0,0,False,True
OP169210,Diatoms,"Ulnaria acus strain 5.0227-E ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1443,True,3,False,1431,0,47,0,0,False,True
OP169209,Diatoms,"Ulnaria acus strain Ax280 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",1445,True,2,False,1434,2,43,0,0,False,True
OP169208,Diatoms,"Ulnaria acus strain AxA6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlorop",1445,True,2,False,1434,2,43,0,0,False,True
OP169207,Diatoms,"Ulnaria danica strain CHZ442 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",1440,True,3,False,1428,0,46,0,0,False,True
OP169206,Diatoms,"Ulnaria acus strain 3B357 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",1437,True,3,False,1431,0,47,0,0,False,True
OP169205,Diatoms,"Ulnaria acus strain 3B355 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",1438,True,2,False,1431,1,42,0,0,False,True
